5.95,3.45,1
5.25,4.2,1
4.7,5.65,1
4.05,6.85,1
4,8.05,1
3.85,9.65,1
4.5,8.5,1
4.95,7.4,1
5.3,6.35,1
4.9,6.75,1
6.1,5.2,1
6.6,4.1,1
5.7,4.95,1
7.15,4.8,1
6.65,6.2,1
6.3,6.8,1
6.05,5.9,1
7.15,5.15,1
7.35,5.9,1
5.3,5.5,1
6.85,7.25,1
6.9,8.75,1
7.7,9.3,1
7.7,10.15,1
8.15,11.2,1
9,12.1,1
9.35,12.2,1
9.15,11.15,1
8.7,9.95,1
8.55,9.25,1
8.35,8.1,1
7.75,7.75,1
7.75,8.8,1
7.3,7.75,1
3.7,8.05,1
3.5,6.5,1
2,8.5,1
1.8,9.6,1
2.55,9.7,1
3.5,9,1
3.85,8.7,1
2.75,7.15,1
2.7,8,1
7.55,5.75,1
11,5.8,1
9.35,5.6,1
8.05,4.85,1
9.35,4.45,1
8.4,5.3,1
9.8,5.2,1
11.4,5.25,1
13.95,5.9,1
12.75,5.9,1
11.75,5.85,1
13.5,5.35,1
14.1,4.55,1
14.45,3.8,1
15.15,2.55,1
14.1,2.25,1
13.5,2.85,1
12.95,4.1,1
12.35,4.4,1
11.05,4.2,1
10.6,4.05,1
9.25,4.05,1
8.2,3.9,1
8.25,4.45,1
6.8,3.6,1
7.3,4.1,1
10.2,5.85,1
9.55,6.2,1
9.45,6.8,1
11.3,6,1
11.3,6.85,1
13.95,6.35,1
14.4,6.95,1
15.35,7.35,1
13.2,3.7,1
13.95,3.15,1
14.65,3.15,1
7.85,11.65,1
6.95,12.15,1
5.85,12.65,1
1.3,7.95,2
1.4,7.05,2
1.5,6.45,2
2,5.3,2
2.45,4.8,2
3.5,3.95,2
3.8,3.75,2
3.25,5.1,2
2.5,5.95,2
3.65,3.95,2
4.95,3.05,2
6,2.95,2
6.6,2.55,2
7.05,2.55,2
8.05,3.2,2
9.35,2.9,2
10.95,3.05,2
11.65,3.45,2
12.55,3.15,2
12.75,2.5,2
13.4,1.65,2
10.15,2.8,2
10.2,3.05,2
8.6,2.65,2
7.55,2.1,2
4.3,4.45,2
4.65,5.15,2
0.65,8.65,2
0.65,9.95,2
1.6,10.85,2
3,11.05,2
4.25,10.35,2
3.2,11.2,2
2.3,12.05,2
0.75,11.8,2
3.35,11.75,2
5.35,10.55,2
5.55,11.1,2
4.15,12.05,2
4.6,12.3,2
5.75,11.5,2
6.45,11.35,2
6.7,9.9,2
5.5,9,2
5.85,7.8,2
6.25,8.3,2
5.95,9.85,2
4.75,12.1,2
4.6,12.95,2
4.45,13.6,2
4.9,14.2,2
6.15,14,2
7.25,13.2,2
8,12.55,2
8.7,13.05,2
9.5,13.55,2
10.05,13.2,2
10.15,11.9,2
10.1,11.6,2
9.55,10.1,2
9.4,9.35,2
8.95,8.6,2
9.25,8.2,2
9.25,7.6,2
8.3,7.5,2
7.95,6.9,2
7.95,6.65,2
9,6.9,2
8.9,7.2,2
8.55,6.55,2
9.65,7.65,2
10.15,7.5,2
10.25,7.1,2
10.45,6.5,2
10.6,7.9,2
10.8,8.25,2
9.55,8.8,2
10.2,8.7,2
10.4,9.2,2
10.7,10.4,2
11.7,10.35,2
