1.1,0.7,1
1.2,1.8,1
0.55,2.75,1
1.6,1.6,1
2.3,0.65,1
3.8,0.75,1
4.45,1.45,1
3.2,1.75,1
3.15,1.2,1
2.05,2.6,1
1.7,3.9,1
1.15,3.6,1
1.4,2.7,1
1.9,3.2,1
2.75,2.35,1
3.85,2.25,1
4.05,1.05,1
2.35,1.45,1
3.6,1.55,1
2.6,3.4,1
3.45,2.75,1
3.8,2.15,1
2.35,3.1,1
2.95,4.45,1
3.65,4.25,1
4.45,2.65,1
4.75,1.9,1
4.35,3.25,1
3.65,3.7,1
2.95,3.5,1
2.45,3.95,1
2.05,4.5,1
1.2,4.7,1
1.2,5.45,1
1.7,5.2,1
2.85,4.65,1
1.05,4.1,1
5.4,13.8,2
6.05,13.1,2
6.45,12.65,2
7.4,11.85,2
7.9,11,2
9.2,10.1,2
9.45,9.75,2
10.4,8.75,2
11.7,8.9,2
12.35,8.9,2
13.05,9.8,2
12.8,10.55,2
11.55,11.8,2
10.9,12.9,2
8.6,14.2,2
6.65,14.65,2
5.8,15,2
7.55,13.6,2
9.2,11.7,2
10.45,10.95,2
8.5,11.2,2
8.5,12.9,2
9.5,12.5,2
11.15,11,2
11.05,10.55,2
9.75,10.7,2
9.45,11.15,2
11.5,9.85,2
11.8,9.9,2
10.65,12.1,2
7.85,12.75,2
9.4,12.85,2
9.8,13.8,2
7.85,15.2,2
7.65,15.3,2
6.35,14.6,2
8.65,13.15,2
10.15,12.8,2
8.85,14,2
8.05,12.3,2
8.2,12.05,2
6.7,13.3,2
6.95,14.05,2
8.8,14,2
10.75,11.2,2
11.8,10.6,2
0.7,8.45,2
12.35,7.6,1
